ID_Empresa;RazaoSocial;ID_Classificacao;Endereco;Municipio;UF;Telefone;NumLicencaFEEMA;ValorContrato;ValorTonelada;FlagRelContaminado;FlagRelReciclavel;FlagRelSucata;TipoResumoGeral;Responsavel;Obs;ID_Fantasia;CEP;CNPJ;InscEstado;InscMunic;Email;TelefoneII
469;"Pride do Brasil Serv. de Petr. Ltda - PORTLAND";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)2791-8100;NULL;NULL;NULL;T;T;T;1;"Marcio G. Ribeiro";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
470;"Ceramica Marajo Ltda (4ª via entregue)";3;"Rodovia BR 101 KM 277 - Pinho";Tangua;RJ;"(21) 27471207";NULL;NULL;NULL;F;F;F;1;"Sr. Rodolfo Siqueira";NULL;77;NULL;NULL;NULL;NULL;NULL;NULL
471;"Tasa Lubrificantes Ltda - 4ºvia Entregue";3;"R. Prof. Rodolfo David Gomes, S/N - Novo Cav.";Macae;RJ;(22)27639103;NULL;NULL;NULL;T;T;T;1;"Sr° Fernando Rodrigues da Mata";NULL;80;NULL;NULL;NULL;NULL;NULL;NULL
472;"Nero 20 Industria  Comercio de Prod. Quimicos LTDA";3;"Av. Presidente Kennedy, LT.29 - QD. 03 / Pilar";"Duque de Caxias";RJ;NULL;NULL;NULL;NULL;T;F;F;1;;NULL;140;NULL;07.647461000108;NULL;NULL;NULL;NULL
473;"Etesco Construçoes e Comercio Ltda - FLOTEL";1;"Av. Nossa Senhora da Gloria, 1365";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;" Sr. SERGIO CHUQUI";NULL;109;27920360;61329181000270;78188782;NULL;NULL;NULL
474;"Pride do Brasil Serv. Petroleo Ltda - PSE";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;T;T;T;1;"Sra. Veronica Rocha";NULL;20;NULL;NULL;NULL;NULL;NULL;NULL
475;"Bos Navegaçao S/A   Far Scout";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
476;"Marine Production Systens do Brasil";1;"Rua 53 N° 1.020 Lote 30";Macaé;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Srª Michele Barbosa";...;142;NULL;NULL;NULL;NULL;NULL;NULL
477;"Expro do Brasil Serviços Ltda";1;"Rua R-06 - N° 10 - Novo Cavaleiros";Macaé;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Srª.Andressa Valenty";...;143;NULL;06134590000202;NULL;NULL;NULL;NULL
478;"Brasdril Sociedade de Perf. Ltda - SS40 O.Yorktown";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;;...;12;27925540;NULL;NULL;NULL;NULL;NULL
479;"Superior Energy Serv. de Petroleo do Brasil LTDA";1;"Rodovia Amaral Peixoto, KM164.5, Imbossica";Macae;Rj;(22)2773-6284;NULL;NULL;NULL;F;F;F;1;"Sr° Fernando Martins";...;144;NULL;08487503000145;NULL;NULL;NULL;NULL
481;"IRM Serviços LTDA";1;"AV PREFEITO ARISTEU FERREIRA DA SILVA, N°: 1205 GALPÃO C GRANJA DOS CAVALEIROS";Macae;Rj;(22)2105-2800;NULL;NULL;NULL;F;F;F;1;"Sr° Fábio Salles";...;146;27930070;07932094000186;NULL;NULL;NULL;NULL
482;"Ventura Petroleo S.A. - SS70 Victória";1;"Estrada de Imboassica, 853 - Parte -  Imboassica";"Rio de Janeiro";RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Eng. Orlando Ricardo Villela";NULL;29;NULL;01785706000179;NULL;NULL;NULL;NULL
483;"Noble do Brasil S/C Ltda - SS 71";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;"(22) 27730101";NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
484;"ODEBRECHT ÓLEO E GÁS LTDA";1;"ROD AMARAL PEIXOTO - RJ 106";MACAÉ;RJ;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;61;NULL;080911020002-52;0017812;NULL;NULL;NULL
485;"Transocean Brasil Ltda - SS72 Celtic Sea";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791.4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
486;"Technip Brasil - Eng., Inst. e Apo Mrí S. DECO";1;"Rua Maria Braga Lima,  62 - Cajueiros";Macae;RJ;"(22) 2763-3924";NULL;NULL;NULL;F;F;F;1;"Sr. Fabio Rocha";NULL;108;NULL;68915891002002;78299657;NULL;NULL;NULL
487;"Brasdril Sociedade de Perf. Ltda - Ocean Ambassado";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;NULL;85968637;NULL;NULL;NULL
488;"Queiroz Galvao oleo e Gas S.A  SS73 GOLD STAR";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
489;"Cedae - Estaçao Alegria";3;"Rua Carlos Seidl, 850 - Caju";"Rio de Janeiro";RJ;"21 3860-9294";NULL;NULL;NULL;T;T;T;1;"Sr. Carlos Afonso";NULL;72;NULL;NULL;NULL;NULL;NULL;NULL
490;xxxxxxxxxxxxxxxxxxxxxxxx;3;xxxxxxxxxxxxxxxxxxxxxxxx;xxxxxxxxxxxxxxx;xx;xxxxxxxxxx;NULL;NULL;NULL;F;F;F;1;;NULL;147;NULL;xxxxxxxxxxxxxxx;NULL;NULL;NULL;NULL
492;"Recuperadora de Tamb. Penafiel - 4º Via Entregue";3;"Rua Monte Castelo, 1373 - Ljs 37/38 - QD 86";"Jardim Gramacho";RJ;(21)36599060;NULL;NULL;NULL;T;T;T;1;"Srº  Joao Manuel Pereira";NULL;79;NULL;NULL;NULL;NULL;NULL;NULL
493;"M-I Swaco Brasil-Com.Serv.e Min.Ltda - São Gonçalo";1;"Rua Jesus Soares Pereira, 507 - Costa do Sol";Macaé;RJ;(22)27726717;NULL;NULL;NULL;T;T;T;1;"Sr. GUILLERMO DANIEL MAYORGA";...;39;NULL;15185358000456;78050926;NULL;NULL;NULL
494;"Odebrecht Oleo e Gas SA";1;"Rod. Amaral Peixoto KM 167 Faz. Mutum - Imboassica";Macaé;RJ;(22)27579000;NULL;NULL;NULL;T;T;T;1;"Sr. Edney Coutinho dos Santos";NULL;149;27925290;08091102000252;78416610;NULL;NULL;NULL
495;"Technip Brasil - Eng., Inst. Apo.Mar Normand Seven";1;"Rua Maria Braga Lima,  62 - Cajueiros";Macae;RJ;"(22) 2763-3924";NULL;NULL;NULL;F;F;F;1;"Sr. Fabio Rocha";NULL;108;NULL;68915891002002;78299657;NULL;NULL;NULL
496;"BCH Energy do Brasil Servicos de Petroleo Ltda.";1;"Av. Elias Agostinho, Plat. 665 - Barra do Furado";Quissamã;RJ;"(027) 3763-3952";NULL;NULL;NULL;T;T;T;1;"Srº Ernandes Chades";NULL;150;NULL;NULL;NULL;NULL;NULL;NULL
497;"Subsea7 do Brasil Serv. Ltda - Lote Lagomar";1;"R. Prefeito Aristeu F. da Silva, 1256";Macaé;RJ;"(22) 27571161";NULL;NULL;NULL;T;T;T;1;"Srº  Wagner Piram";NULL;49;NULL;04954351000273;77395175;NULL;NULL;NULL
498;"Transocean Brasil Ltda - Discovery";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Sra. Daniele Azevedo";NULL;18;27970430;NULL;NULL;NULL;NULL;NULL
499;"Bos Navegaçao S/A  Far Supporter";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
501;"M-I SWACO DO BRASIL - COM, SERV E MINERAÇÃO LTDA";1;"AV ALZIRA V DO AMARAL, S/N, LT 13 QD. 141";"SANTA LUZIA - S GONÇALO";RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr. GUILLERMO DANIEL MAYORGA";NULL;151;NULL;15.185.358/0013;NULL;NULL;NULL;NULL
502;"Fugro Brasil Serv Sub lev LTDA  ZEN";1;"Rua do Geólogo, 76 Zona Especial de Negócios Zen";"Rio das Ostra";Rj;(22)33217700;NULL;NULL;NULL;F;F;F;1;" Srª Elaine Santos";NULL;152;NULL;NULL;NULL;NULL;NULL;NULL
503;"Fugro Brasil Serv Sub lev LTDA  ZEN - BASE ODYSSEY";1;"Rua do Geólogo, 76 Zona Especial de Negócios Zen";"Rio das Ostra";Rj;(22)33217700;NULL;NULL;NULL;F;F;F;1;" Srª Elaine Santos";NULL;152;NULL;NULL;NULL;NULL;NULL;NULL
504;"Brasdril Sociedade de Perf. Ltda  Ocean Star";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;;NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
506;"Brasdril Sociedade de Perf. Ltda - Ocean Valor";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macaé;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
507;"Enviro-Chemie Trat. Especial. LTDA. - 4º Entregue";1;"Estr.da Curicica Nº 1280 - Curicia Jacarepagua";"Rio de Janeiro";RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sr° Narcio Brille";NULL;126;NULL;NULL;NULL;NULL;NULL;NULL
508;"Pride do Brasil Serv. Petroleo Ltda - SS55";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;T;T;T;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
509;"xxxxxxxxxxxxxxxxxxxxxxxx - 4ª via já entregue";3;xxxxxxxxxxxxxxxxxxxxxxxxxxx;xxxxxxxxxxxxxxxxxx;xx;xxxxxxxxxxxxx;NULL;NULL;NULL;F;F;F;1;;NULL;147;NULL;xxxxxxxxxxxxxxx;NULL;NULL;NULL;NULL
510;"Transocean Brasil Ltda - SS76 Cajun Express";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791.4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
512;"GEORADAR LEVANTAMENTOS GEOFÍSICOS SA";1;"R DO CAMPO, 80 - VALE SERENO";"NOVA LIMA";MG;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;153;NULL;03.087.282/0001;NULL;NULL;NULL;NULL
513;"Noble do Brasil S/C Ltda - Base Linha Azul";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macaé;RJ;"(22) 27730101";NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;40330078000199;10000890;NULL;NULL;NULL
514;"Pride do Brasil Serv. Petroleo Ltda - Venezuela";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;T;T;T;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
515;"Brasdril Sociedade de Perf. Ltda - Ocean Baroness";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;NULL;85968637;NULL;NULL;NULL
516;"Brasdril Sociedade de Perf. Ltda - SS64 O. Concord";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
517;"Ferpan Comercio de Metais Ltda - (4ª Via Entregue)";3;"Rua Prof. Rodolfo Davi Gomes, 180 - Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sra. Lorenna Vilela";NULL;75;NULL;NULL;NULL;NULL;NULL;NULL
518;"Essencis Co-Processamento Ltda - (4ª Via Entregue)";3;"Rod. Rio-Teresopolis KM 121,5 - Iriri";MAGE;RJ;(21)26339800;NULL;NULL;NULL;T;T;T;1;"Sr. Claudio Henrique Diaz Silva";NULL;74;NULL;NULL;NULL;NULL;NULL;NULL
519;"Gerdau Aços Longos S/A - (4ª Via Entregue)";3;"Av. Joao XXIII, 6777 - Santa Cruz";"Rio de Janeiro";RJ;(21)24146960;NULL;NULL;NULL;T;T;T;1;"Sra. Cenira Nunes";NULL;76;NULL;NULL;NULL;NULL;NULL;NULL
520;"Bos Navegaçao S/A -  Far Sagaris";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
521;"Macaé Realty Empreendimentos Imobiliários Ltda";1;"Rua do Ouvidor, 88 --  3ª andar - Centro";"Rio de Janeiro";RJ;"(21) 35014870";NULL;NULL;NULL;F;F;F;1;;...;154;NULL;NULL;NULL;NULL;NULL;NULL
522;"Transportadora Norte Fluminense de Macaé Ltda.";2;"Av. Pref. Aristeu Ferreira da Silva, 1945 - G. dos Cavaleiros";Macaé;RJ;"(22) 2763-5950";E07/200989/2008;NULL;NULL;T;T;T;1;"Regis Ribeiro da Silva Mansine";NULL;155;NULL;NULL;;NULL;NULL;NULL
523;"GE OIL AND GAS DO BRASIL LTDA";1;"Est. da Fazenda Sao Jose do Mutum n 200 Predio 02 Imboassica";Macae;RJ;"22 2773-3540";NULL;NULL;NULL;F;F;F;1;"Sra. Ingrid Ribeiro";...;156;NULL;05635291000299;77553240;NULL;NULL;NULL
524;"UTC Engenharia S/A.";1;"Rodovia amaral peixoto, KM 183, Barreto";Macaé;22;2763-3713;NULL;NULL;NULL;T;T;T;1;"Eduardo Queiroz";...;157;NULL;44023661008192;84102156;NULL;NULL;NULL
525;"Ventura Petroleo S.A. - Dynamic Producer";1;"Estrada de Imboassica, 853 - Parte -  Imboassica";Macae;RJ;"(22) 27919900";NULL;NULL;NULL;T;T;T;1;"Eng Orlando Ricardo Villela";NULL;29;27937300;01785706000179;85967827;NULL;NULL;NULL
526;"Bos Navegaçao S/A -  Far Sabre";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macaé;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
527;"Transocean Brasil Ltda  Arctic 1";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
528;"Transocean Brasil Ltda - Deep Water Discovery";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Sra. Daniele Azevedo";NULL;18;27970430;NULL;NULL;NULL;NULL;NULL
529;"Queiroz Galvao oleo e Gas S.A SS-79 Lonestar";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
530;"Acergy Brasil S/A - Escritório RJ";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;42153155000108;83330670;NULL;NULL;NULL
531;"Queiroz Galvao oleo e Gas S.A BASE MCE";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
532;"Schahin Engenharia Ltda - Pantanal";1;"R. Acad. Paulo S. Vasconcelos, 70";Macaé;RJ;(22)27739327;NULL;NULL;NULL;T;T;T;1;"Srª Katarina de Souza";NULL;23;NULL;NULL;NULL;NULL;NULL;NULL
533;"Bos Navegaçao S/A Far Sovereign";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
534;"Queiroz Galvao oleo e Gas S.A Base Rio das Ostras";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
535;"Queiroz Galvao oleo e Gas S.A Base Macaé";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
536;"PCP Eng. e Montagens Ind. LTDA.";1;"AV. W3 / W1 Sitio 12 Quadra 2 Nº S/N - Lagomar";Macaé;RJ;"(22) 2765-8000";NULL;NULL;NULL;F;T;T;1;"Mario Eduardo Rosa";...;158;NULL;31.472.558/0001;85.381.95;NULL;NULL;NULL
537;"Transocean Brasil Ltda - Petrobras 10000";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Mace;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;27970430;NULL;NULL;NULL;NULL;NULL
538;"Etesco Construçoes e Comercio Ltda  NS 07 ABAN ABR";1;"Av. Nossa Senhora da Gloria, 1365 - Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;" Sr. SERGIO CHUQUI";NULL;109;27920360;61329181000270;78188782;NULL;NULL;NULL
539;"Odebrecht Oleo e Gas S.A. - Norbe IX";1;"Rod. Amaral Peixoto KM 167 Faz. Mutum - Imboassica";Macaé;RJ;"(22) 2757-9061";NULL;NULL;NULL;T;T;T;1;"Odebrecht Oleo e Gas SA";NULL;159;NULL;08091102/000333;78719494;NULL;NULL;NULL
540;"Odebrecht Oleo e Gas S.A. - Norbe VI";1;"Rod. Amaral Peixoto KM 167 Faz. Mutum - Imboassica";Macaé;RJ;"(22) 2757-9061";NULL;NULL;NULL;T;T;T;1;"Odebrecht Oleo e Gas SA";NULL;159;NULL;08091102000333;78719494;NULL;NULL;NULL
541;"Odebrecht Oleo e Gas S.A. - Norbe VIII";1;"Rod. Amaral Peixoto KM 167 Faz. Mutum - Imboassica";Macaé;RJ;"(22) 2757-9061";NULL;NULL;NULL;T;T;T;1;"Odebrecht Oleo e Gas SA";NULL;159;NULL;08091102/000333;78719494;NULL;NULL;NULL
542;"Nutec MacaeTrein. em Seg. MaritLtda Base Mar Norte";1;"Av. Pref. Aristeu F. Silva, 1277 - N. Cavaleiros";Macae;RJ;"22 2773-3361";NULL;NULL;NULL;F;F;F;1;"Sr. Sandro Leal";...;40;NULL;07070955000164;Isento;NULL;NULL;NULL
543;"Pride do Brasil Serv. Petroleo Ltda - SS61";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;T;T;T;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
544;"Cameron do Brasil Ltda Galpão Novo Cavaleiros";1;"Rod. Amaral Peixoto, 8000  - KM 164,5 - Imboassica";Macae;RJ;(22)27636331;NULL;NULL;NULL;F;F;F;1;"Sr° Gustavo Manhães";...;141;NULL;01505705000315;86326982;NULL;NULL;NULL
545;"Cerâmica União Sudeste LTDA";3;"Rua Lucrecia Bagalho, Lote 1 á 9, BR101 - KM275 - S/Nº - Chacaras";Tanguá;RJ;2127471910;FE011271;NULL;NULL;F;F;F;1;"Vagner da Costa";NULL;160;00000000;xxxxxxxxxxxxxxx;xxxxxxxxx;NULL;NULL;NULL
546;"Acergy Brasil S/A - Seven Mar";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;42153155000108;83330670;NULL;NULL;NULL
547;"Pride do Brasil Serv. Petroleo Ltda - Base CT";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;T;T;T;1;"Sra. Veronica Rocha";...;20;NULL;NULL;NULL;NULL;NULL;NULL
548;"Resipetrol LTDA.";3;"Rod. Washington Luiz, 1911";"Duque de Caxias";RJ;2771-8447;FE010034;NULL;NULL;T;T;T;1;"Marcos Coelho de Souza";NULL;161;NULL;NULL;NULL;NULL;NULL;NULL
549;"Pride do Brasil LTDA.";1;"Rua Internacional, 1000 - Granja dos Cavaleiros";Macaé;RJ;"(22) 2791-8100";NULL;NULL;NULL;T;T;T;1;"Sebastiao J. Isidorio";NULL;162;NULL;NULL;NULL;NULL;NULL;NULL
550;"Missoes Rio Oleo Coleta e Comercio de Oleos LTDA.";3;"Av. Quatro, Nº125 -Trevo das Missões";"Duque de Cxias";RJ;"(21) 2260-3326";"IN 017026";NULL;NULL;T;T;T;1;"Lucinaldo Francisco";NULL;163;;;;NULL;NULL;NULL
551;"Queiroz Galvao oleo e Gas S.A SS-83 ALPHA STAR";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
552;"ELASA ELO FORNEC ALIMENT D MACAELTDA BASE ALIMENTA";1;"Rua S 2, 266  - VALE ENCANTADO -  MACAÉ";Macaé;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"SR SABRINA MACIEL";NULL;164;NULL;12.740.078/0001;NULL;NULL;NULL;NULL
553;"Ethos 2007 Gestão Empresarial LTDA.";2;"Rua Coronel Madureira, Loja 11 Parte, Nº 40 - Centro";Saquarema;RJ;NULL;IN16490;NULL;NULL;T;T;T;1;"André de Rohan";NULL;165;NULL;NULL;NULL;NULL;NULL;NULL
554;"Schahin Engenharia Ltda. - Amazonia";1;"R. Acad. Paulo S. Vasconcelos, 704 - G. dos Cav.";Macae;RJ;(22)27739327;NULL;NULL;NULL;T;T;T;1;"Srª  Katarina de Souza";NULL;23;NULL;61226890000904;83567023;NULL;NULL;NULL
555;"Cartuchos Express Ltda.";3;"Rua Sao Felipe, Nº 80 - Niteroi";"Volta Redonda";24;33460051;FE12558;NULL;NULL;T;T;T;1;"Gabriel Pereira";NULL;166;xxxxxxxx;000000000000000;xxxxxxxxx;NULL;NULL;NULL
556;"Pride do Brasil Serv. Petroleo Ltda - DS04";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;T;T;T;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
557;"Macaé Projetos e Serviços Ambientais Ltda";3;"Estrada do imburo, Lote 49 a 52, Nº S/N - Imburo";Macaé;RJ;"(22) 3051-0453";IN015959;NULL;NULL;F;F;F;1;"Anderson Radich";NULL;167;;;;NULL;NULL;NULL
558;"Tecnologia Total em Empreendimentos Ltda.";1;"Rua Maria da Conceição da Silva, 13 - Cajueiro / São João da Barra";Macaé;RJ;"(22) 2741-1273";NULL;NULL;NULL;T;T;T;1;"Leonardo Constant";NULL;168;28200970;05898202000116;78103760;NULL;NULL;NULL
559;"ELASA ELO FORN ALIMENT D MACAE LTDA B.NUTRINSHORE";1;"Rua S 2, 266  - VALE ENCANTADO -  MACAÉ";Macaé;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"SR SABRINA MACIEL";...;164;NULL;12.740.078/0001;NULL;NULL;NULL;NULL
561;"Subsea7 do Brasil Serv. Ltda - Base RO";1;"R. Prefeito Aristeu F. da Silva, 1256";Macae;RJ;"(22) 27571161";NULL;NULL;NULL;T;T;T;1;"Srª  Mariana Silva";NULL;181;NULL;04954351000273;77395175;NULL;NULL;NULL
562;"Cerâmica União Sudeste LTDA - (4ª via entregue)";3;"Rua Lucrecia Bagalho, Lote 1 á 9, BR101 - KM275 - S/Nº - Chacaras";Tanguá;RJ;2127471910;FE011271;NULL;NULL;T;T;T;1;"Vagner da Costa";NULL;160;00000000;xxxxxxxxxxxxxxx;xxxxxxxxx;NULL;NULL;NULL
563;"Indios Ind. e Com. Prod. Quim. Expl. Pirot. LTDA";3;"Estrada Aruja Santa Isabel, KM 51 - Tevó";"Santa Isabel";SP;xxxxxxxxxxxxxxx;084557;NULL;NULL;T;T;T;1;;NULL;169;00000000;000000000000000;000000000;NULL;NULL;NULL
564;"E. L. GONÇALVES TRANSPORTES - ME";2;"Rua Dr. americo brasiliense, Nº 45 - Centro";Piquete;SP;NULL;44/2011;NULL;NULL;T;T;T;1;;NULL;170;NULL;NULL;NULL;NULL;NULL;NULL
565;"GALAXIA MARITIMA LTDA";1;"RUA VALPARAISO N° 16 - CAVALEIROS";MACAÉ;RJ;"22 276512692";NULL;NULL;NULL;F;T;F;1;"HENRIQUE ZIMMERMANN";NULL;171;NULL;NULL;NULL;NULL;NULL;NULL
566;"NAVIS DRILLIN LTDA";1;"RUA ACADEMICO PAULO SERGIO DE CARVALHO VASCONCELOS, NOVO CAVALEIOS, N°: 780";MACAÉ;RJ;"(22) 2105-5551";NULL;NULL;NULL;F;F;F;1;"SRª ELISANGELA PEREIRA";NULL;172;27901000;03741603000132;784811692;NULL;NULL;NULL
567;"NAVIS DRILLING LTDA SS65";1;"RUA ACADEMICO PAULO SERGIO DE CARVALHO VASCONCELOS, NOVO CAVALEIOS, N°: 780";MACAÉ;RJ;"(22) 2105-5551";NULL;NULL;NULL;F;F;F;1;"SRª ELISANGELA PEREIRA";NULL;172;27901000;03741603000132;784811692;NULL;NULL;NULL
568;"Ensco Brasil Petroleo Gas LTDA - SS82 Ensco 7500";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;;NULL;NULL;NULL;T;T;T;1;"Sra.  Veronica Rocha";NULL;173;NULL;NULL;NULL;NULL;NULL;NULL
569;"Noble do Brasil S/C Ltda  PHOENIX";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;(22)27730101;NULL;NULL;NULL;F;F;T;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;40330078000199;10000890;NULL;NULL;NULL
